Non-BRTS,102-D,102-D-29,29,Deccan Gymkhana,डेक्कन जिमखाना,18.516741,73.842918,10,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-30,30,Deccan Corner,डेक्कन कॉर्नर,18.513955,73.841853,10,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-31,31,Garware College,गरवारे कॉलेज,18.512112,73.838403,10,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-32,32,Sonal Hall,सोनल हॉल,18.510405,73.834854,10,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-33,33,Nal Stop,नळ स्टॉप,18.508895,73.832018,10,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-34,34,SNDT College,एसएनडीटी कॉलेज,18.507228,73.828329,11,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-35,35,Paud Phata,पौड फाटा,18.505422,73.824295,11,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-36,36,More Vidyalay,मोरे विद्यालय,18.510450,73.819634,11,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-37,37,Ideal Colony,आयडियल कॉलनी,18.510170,73.817161,11,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-38,38,Anandnagar Kothrud,आनंदनगर कोथरुड ,18.509647,73.814502,11,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-39,39,Jai Bhavaninagar,जय भवानीनगर,18.509376,73.812227,12,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-40,40,Pratiknagar,प्रतीकनगर,18.508257,73.810270,12,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-41,41,Vanaj Corner,वनाज कॉर्नर,18.507381,73.807383,12,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-42,42,Vanaj Company,वनाज कंपनी,18.507128,73.805019,12,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-43,43,Shikshaknagar,शिक्षकनगर,18.510285,73.803364,12,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-44,44,Paramhansnagar,परमहंसनगर,18.512042,73.803147,13,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-45,45,Shikshaknagar,शिक्षकनगर,18.510285,73.803364,13,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-46,46,Kachara Depot Kothrud,कचरा डेपो कोथरुड ,18.507439,73.799912,13,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-47,47,Bharatinagar,भारतीनगर,18.507788,73.796761,13,,,,,,,,,,,,,,,,
Non-BRTS,102-D,102-D-48,48,Kothrud Depot,कोथरुड डेपो,18.507906,73.794907,14,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-00,0,Kothrud Depot,कोथरुड डेपो,18.507906,73.794907,1,, ,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-01,1,Bharatinagar,भारतीनगर,18.507906,73.796750,1,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-02,2,Kachara Depot Kothrud,कचरा डेपो कोथरुड ,18.507551,73.799908,1,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-03,3,Shikshaknagar,शिक्षकनगर,18.509734,73.803396,1,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-04,4,Paramhansnagar,परमहंसनगर,18.512165,73.803112,2,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-05,5,Shikshaknagar,शिक्षकनगर,18.509734,73.803396,2,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-06,6,Vanaj Company,वनाज कंपनी,18.507205,73.805158,2,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-07,7,Vanaj Corner,वनाज कॉर्नर,18.507473,73.807289,2,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-08,8,Pratiknagar,प्रतीकनगर,18.508357,73.809815,2,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-09,9,Jai Bhavaninagar,जय भवानीनगर,18.509302,73.811528,3,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-10,10,Anandnagar Kothrud,आनंदनगर कोथरुड ,18.509693,73.814499,3,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-11,11,Ideal Colony,आयडियल कॉलनी,18.510847,73.817492,3,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-12,12,More Vidyalay,मोरे विद्यालय,18.510875,73.819868,3,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-13,13,Paud Phata,पौड फाटा,18.506051,73.826171,3,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-14,14,SNDT College,एसएनडीटी कॉलेज,18.507301,73.828511,4,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-15,15,Nal Stop,नळ स्टॉप,18.509020,73.831963,4,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-16,16,Sonal Hall,सोनल हॉल,18.510452,73.834959,4,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-17,17,Garware College,गरवारे कॉलेज,18.512424,73.838716,4,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-18,18,Deccan Corner,डेक्कन कॉर्नर,18.513532,73.841372,4,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-19,19,Goodluck Chowk,गुडलक चौक,18.517554,73.841565,5,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-20,20,Fergusson College,फर्ग्युसन कॉलेज,18.522284,73.840946,5,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-21,21,Dnyaneshwar Paduka,ज्ञानेश्र्वर पादुका ,18.526400,73.841896,5,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-22,22,Police Ground,पोलीस ग्राउंड,18.530705,73.844133,5,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-23,23,Simla Office,सिमला ऑफिस,18.530306,73.849098,5,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-24,24,Lokmangal,लोकमंगल,18.530080,73.850760,6,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-25,25,Engineering College,इंजिनिअरिंग कॉलेज,18.530093,73.856675,6,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-26,26,RTO,आरटीओ,18.529658,73.862730,6,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-27,27,Gadital,गाडीतळ,18.527127,73.864549,7,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-28,28,Ambedkar Bhavan,आंबेडकर भवन,18.524302,73.870437,7,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-29,29,Sasoon Hospital,ससून हॉस्पिटल ,18.525642,73.872047,7,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-30,30,Pune Station,पुणे स्टेशन,18.528343,73.874137,8,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-31,31,Ruby Hall,रूबी हॉल,18.533150,73.878084,8,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-32,32,Guruprasad Bungalow,गुरूप्रसाद बंगला,18.536776,73.880954,8,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-33,33,Bundgarden,बंडगार्डन,18.540947,73.883532,9,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-34,34,Yerawada,येरवडा,18.545370,73.885320,9,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-35,35,Neeta Park,निता पार्क,18.545792,73.888033,9,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-36,36,Netaji Highschool,नेताजी हायस्कूल,18.552040,73.889488,10,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-37,37,Vikrikar Karyalay,विक्रीकर कार्यालय ,18.555959,73.890432,10,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-38,38,Yerwada Post Office,येरवडा पोस्ट ऑफिस,18.559306,73.891414,10,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-39,39,Nagpur Chawl,नागपूर चाळ,18.564034,73.893456,11,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-40,40,Gaurdroom,गार्डरूम,18.565645,73.894787,11,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-41,41,Sanjay Park,संजय पार्क,18.572214,73.899531,11,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-42,42,509,509,18.574546,73.899543,11,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-43,43,Burma Shell,बर्मा शेल,18.577971,73.903098,12,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-44,44,Kalwad,कलवड,18.585317,73.905087,12,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-45,45,Officers Mess,ऑफिसर्स मेस,18.590681,73.915458,13,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-46,46,Kendriya Vidyalay Lohgaon,केंद्रीय विद्यालय लोहगाव ,18.591810,73.917040,13,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-47,47,Panyachi Taki Lohgaon,पाण्याची टाकी लोहगाव ,18.593540,73.922604,13,,,,,,,,,,,,,,,,
Non-BRTS,102-U,102-U-48,48,Lohgaon,लोहगांव,18.595764,73.924774,14,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-00,0,Hinjawadi Maan Phase 3,हिंजवडी माण फेज ३,18.576553,73.688178,1,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-01,1,Mahindra Tech,महिंद्रा टेक,18.581103,73.687598,1,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-02,2,Tata Motors,टाटा मोटर्स,18.586817,73.699879,2,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-03,3,Power House Hinjawadi,पॉवर हाऊस हिंजवडी,18.588990,73.705400,2,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-04,4,Infosys Phase 2,इन्फोसीस फेज 2,18.593516,73.707679,3,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-05,5,Emcure,एमक्युअर,18.596016,73.712765,3,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-06,6,Wipro Company Circle,विप्रो कंपनी सर्कल,18.596911,73.718287,4,, ,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-07,7,Tata Johnsan,टाटा जॉन्सन,18.594508,73.728077,4,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-08,8,Geometric,जिओमॅट्रीक,18.593317,73.732536,4,,, ,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-09,9,Siemens,सिमेन्स,18.587633,73.733312,4,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-10,10,Infosys Phase 1,इन्फोसीस फेज 1,18.586529,73.733807,5,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-11,11,Shivaji Chowk Hinjawadi,शिवाजी चौक हिंजवडी,18.591606,73.738883,5,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-12,12,Hinjawadi Jakat Naka,हिंजवडी जकात नाका,18.595850,73.740310,6,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-13,13,Sawtamali Mandir,सावतामाळी मंदिर,18.592078,73.754691,6,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-14,14,Wakad Bridge,वाकड ब्रीज,18.592183,73.756818,7,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-15,15,Digambar Marble,दिगंबर मार्बल,18.582949,73.760815,7,,, ,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-16,16,Balewadi Stadium,बालेवाडी स्टेडीयम,18.574834,73.763761,8,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-17,17,Yashoda Niwas,यशोदा निवास,18.564078,73.767816,8,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-18,18,Girme Park,गिरमे पार्क,18.548395,73.773443,9,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-19,19,West Wing Society,वेस्ट विंग सोसायटी,18.548220,73.773730,9,,,"18.54822,73.77373",,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-20,20,Suskhind Phata,सुसखिंड फाटा,18.547318,73.772755,9,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-21,21,Abhinav College,अभिनव कॉलेज,18.545238,73.778687,10,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-22,22,Pandavnagar Pashan,पांडवनगर पाषाण,18.544040,73.782770,10,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-23,23,Sai Chowk Pashan Sus Road,साई चौक पाषाण सुस रोड ,18.543580,73.785680,10,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-24,24,Vishwakarma,विश्वकर्मा,18.543280,73.786800,10,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-25,25,Balaji Mandir,बालाजी मंदिर,18.542670,73.790150,10,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-26,26,Dattamandir Pashan Road,दत्तमंदिर पाषाण रोड,18.541580,73.791950,10,,, ,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-27,27,Kokate Aali,कोकाटे आळी,18.539475,73.793939,11,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-28,28,Pashan Naka,पाषाण नाका,18.538037,73.797096,11,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-29,29,MES Pumping Station,एमईएस पंपिंग स्टेशन,18.536562,73.795668,11,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-30,30,ARDE Colony,एआरडीइ कॉलनी,18.533527,73.793763,12,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-31,31,Pashan Tank Rasta,पाषाण टँक रस्ता,18.526654,73.786740,12,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-32,32,Bharat Ele Company,भारत इले. कंपनी,18.526118,73.781996,13,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-33,33,Bavdhan Phata,बावधान फाटा,18.519627,73.778837,13,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-34,34,Bavdhangaon,बावधनगांव,18.515385,73.782143,13,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-35,35,Shindenagar Bawdhan,शिंदेनगर बावधन,18.512221,73.782226,13,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-36,36,Chandani Chowk,चांदणी चौक,18.507585,73.784913,14,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-37,37,Shinde Farm,शिंदे फार्म,18.508467,73.789879,14,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-38,38,Kothrud Depot,कोथरुड डेपो,18.508068,73.795788,15,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-39,39,Bharatinagar,भारतीनगर,18.507870,73.797049,15,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-40,40,Kachara Depot Kothrud,कचरा डेपो कोथरुड ,18.507567,73.799753,15,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-41,41,Vanaj Company,वनाज कंपनी,18.507143,73.803920,15,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-42,42,Vanaj Corner,वनाज कॉर्नर,18.507474,73.807361,15,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-43,43,Pratiknagar,प्रतीकनगर,18.508346,73.809797,15,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-44,44,Jai Bhavaninagar,जय भवानीनगर,18.509559,73.812613,16,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-45,45,Anandnagar Kothrud,आनंदनगर कोथरुड ,18.509819,73.814820,16,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-46,46,Ideal Colony,आयडियल कॉलनी,18.510170,73.817161,16,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-47,47,More Vidyalay,मोरे विद्यालय,18.509974,73.821185,16,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-48,48,Paud Phata,पौड फाटा,18.505422,73.824295,16,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-49,49,SNDT College,एसएनडीटी कॉलेज,18.507228,73.828329,17,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-50,50,Nal Stop,नळ स्टॉप,18.508895,73.832018,17,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-51,51,Sonal Hall,सोनल हॉल,18.510405,73.834854,17,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-52,52,Garware College,गरवारे कॉलेज,18.512112,73.838403,17,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-53,53,Deccan Corner,डेक्कन कॉर्नर,18.513955,73.841853,17,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-54,54,Sahitya Parishad,साहित्य परिषद,18.510901,73.845689,18,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-55,55,Maharashtra Mandal,महाराष्ट्र मंडळ,18.509618,73.847475,18,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-56,56,SP College,एसपी कॉलेज,18.507182,73.851614,18,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-57,57,Madiwale Colony,माडीवाले कॉलनी,18.506216,73.852650,18,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-58,58,Hirabaug,हिराबाग,18.504460,73.854932,18,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-59,59,Swargate Corner,स्वारगेट कॉर्नर,18.501739,73.857825,18,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-60,60,Swargate,स्वारगेट,18.500441,73.859475,19,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-61,61,Lakshminarayan,लक्ष्मीनारायण,18.496895,73.858215,19,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-62,62,ST Colony,एसटी कॉलनी,18.493010,73.857955,19,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-63,63,Bhapkar Petrol Pump,भापकर पेट्रोल पंप,18.489664,73.857645,19,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-64,64,Aranyeshwar Corner,अरण्येश्वर कॉर्नर,18.486381,73.857675,19,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-65,65,Natubaug,नातुबाग,18.481030,73.857167,20,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-66,66,Padmawati,पद्मावती,18.477347,73.857244,20,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-67,67,Shankar Maharaj Math,शंकर महाराज मठ,18.470738,73.857234,20,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-68,68,Balajinagar,बालाजीनगर,18.464405,73.858154,21,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-69,69,Bharati Vidyapeeth Gate,भारती विद्यापीठ गेट,18.457434,73.858200,21,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-70,70,Sarpodyan,सर्पोद्यान,18.454675,73.858530,21,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-71,71,Morebaug,मोरेबाग,18.449848,73.858307,21,,,,,,,,,,,,,,,,
Non-BRTS,103A-D,103A-D-72,72,Katraj ,कात्रज,18.447486,73.859609,22,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-00,0,Katraj,कात्रज,18.446561,73.858869,1,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-01,1,Morebaug,मोरेबाग,18.449829,73.858087,1,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-02,2,Sarpodyan,सर्पोद्यान,18.453916,73.858360,1,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-03,3,Bharati Vidyapeeth Gate,भारती विद्यापीठ गेट,18.457616,73.858154,1,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-04,4,Balajinagar,बालाजीनगर,18.464558,73.857973,2,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-05,5,Shankar Maharaj Math,शंकर महाराज मठ,18.470349,73.857067,2,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-06,6,Padmawati,पद्मावती,18.477360,73.857010,2,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-07,7,Natubaug,नातुबाग,18.481595,73.857094,3,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-08,8,Aranyeshwar Corner,अरण्येश्वर कॉर्नर,18.486482,73.857507,3,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-09,9,Bhapkar Petrol Pump,भापकर पेट्रोल पंप,18.489710,73.857650,3,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-10,10,ST Colony,एसटी कॉलनी,18.493610,73.857798,3,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-11,11,Lakshminarayan,लक्ष्मीनारायण,18.496397,73.857896,3,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-12,12,Swargate,स्वारगेट,18.499353,73.858142,4,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-13,13,Nehru Stadium,नेहरू स्‍टेडीयम,18.501110,73.855520,4,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-14,14,Sarasbaug,सारसबाग,18.503333,73.853667,4,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-15,15,Madiwale Colony,माडीवाले कॉलनी,18.505837,73.852951,4,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-16,16,SP College,एसपी कॉलेज,18.507333,73.850890,4,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-17,17,Maharashtra Mandal,महाराष्ट्र मंडळ,18.509529,73.847532,4,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-18,18,Sahitya Parishad,साहित्य परिषद,18.511114,73.845454,5,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-19,19,Deccan Corner,डेक्कन कॉर्नर,18.513532,73.841372,5,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-20,20,Garware College,गरवारे कॉलेज,18.512424,73.838716,5,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-21,21,Sonal Hall,सोनल हॉल,18.510452,73.834959,5,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-22,22,Nal Stop,नळ स्टॉप,18.509020,73.831963,5,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-23,23,SNDT College,एसएनडीटी कॉलेज,18.507301,73.828511,6,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-24,24,Paud Phata,पौड फाटा,18.506051,73.826171,6,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-25,25,More Vidyalay,मोरे विद्यालय,18.510422,73.819579,6,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-26,26,Ideal Colony,आयडियल कॉलनी,18.510847,73.817492,6,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-27,27,Anandnagar Kothrud,आनंदनगर कोथरुड ,18.509512,73.814236,6,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-28,28,Jai Bhavaninagar,जय भवानीनगर,18.509323,73.812005,7,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-29,29,Pratiknagar,प्रतीकनगर,18.508096,73.809435,7,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-30,30,Vanaj Corner,वनाज कॉर्नर,18.507322,73.807385,7,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-31,31,Vanaj Company,वनाज कंपनी,18.506987,73.803987,7,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-32,32,Kachara Depot Kothrud,कचरा डेपो कोथरुड ,18.507414,73.799267,7,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-33,33,Bharatinagar,भारतीनगर,18.507729,73.796915,7,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-34,34,Kothrud Depot,कोथरुड डेपो,18.507857,73.794940,8,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-35,35,Shinde Farm,शिंदे फार्म,18.508300,73.790417,8,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-36,36,Chandani Chowk,चांदणी चौक,18.507828,73.783257,9,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-37,37,Shindenagar Bawdhan,शिंदेनगर बावधन,18.512221,73.782226,9,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-38,38,Bavdhangaon,बावधनगांव,18.516943,73.781253,9,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-39,39,Bavdhan Phata,बावधान फाटा,18.522597,73.779840,9,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-40,40,Bharat Ele Company,भारत इले. कंपनी,18.525975,73.781777,10,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-41,41,Pashan Tank Rasta,पाषाण टँक रस्ता,18.526920,73.790348,10,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-42,42,ARDE Colony,एआरडीइ कॉलनी,18.533527,73.793763,11,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-43,43,MES Pumping Station,एमईएस पंपिंग स्टेशन,18.536562,73.795668,11,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-44,44,Pashan Naka,पाषाण नाका,18.537647,73.795850,11,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-45,45,Kokate Aali,कोकाटे आळी,18.538980,73.793805,12,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-46,46,Dattamandir Pashan Road,दत्तमंदिर पाषाण रोड,18.541540,73.791840,12,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-47,47,Balaji Mandir,बालाजी मंदिर,18.542850,73.789820,12,,, ,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-48,48,Vishwakarma,विश्वकर्मा,18.543350,73.786890,12,,, ,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-49,49,Sai Chowk Pashan Sus Road,साई चौक पाषाण सुस रोड ,18.543480,73.785180,12,,,,,,,,,,,,,,,,
Non-BRTS,103A-U,103A-U-50,50,Pandavnagar Pashan,पांडवनगर पाषाण,18.543940,73.782730,12,,, ,,,,,,,,,,,,,
